State FIPS,County FIPS,Postal,Name,Poverty Estimate All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent All Ages,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Under Age 18,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 5-17,90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,Poverty Estimate Ages 0-4,90% CI Lower Bound,90% CI Upper Bound,Poverty Percent Ages 0-4,90% CI Lower Bound,90% CI Upper Bound
1,17,AL,Chambers County,"5,328","4,281","6,374",15.6,12.5,18.7,"1,983","1,505","2,461",24.6,18.7,30.5,"1,384","1,035","1,733",23.3,17.4,29.2,"33,904","31,174","36,634", , , , , , 
1,19,AL,Cherokee County,"4,565","3,598","5,533",18.9,14.9,22.9,"1,512","1,156","1,868",29.1,22.3,36,"1,019",765,"1,273",26.6,20,33.3,"37,376","33,948","40,805", , , , , , 
1,21,AL,Chilton County,"6,978","5,562","8,394",16.7,13.3,20.1,"2,478","1,922","3,035",24.3,18.8,29.7,"1,636","1,247","2,025",22.1,16.8,27.4,"39,663","35,769","43,558", , , , , , 
1,23,AL,Choctaw County,"3,047","2,348","3,745",21.8,16.8,26.7,935,703,"1,167",29.6,22.3,37,655,485,825,27.9,20.7,35.2,"31,508","28,401","34,615", , , , , , 
1,25,AL,Clarke County,"5,688","4,479","6,896",21.8,17.2,26.4,"2,075","1,583","2,566",30.9,23.5,38.2,"1,508","1,136","1,880",30,22.6,37.4,"32,627","29,429","35,825", , , , , , 
1,27,AL,Clay County,"2,092","1,624","2,560",15.5,12,18.9,656,496,815,22.8,17.3,28.4,447,331,563,20.5,15.2,25.8,"36,009","32,929","39,089", , , , , , 
1,29,AL,Cleburne County,"2,248","1,763","2,732",15.4,12.1,18.8,760,575,944,22.7,17.2,28.2,531,397,665,21.6,16.2,27.1,"38,918","36,114","41,722", , , , , , 
1,31,AL,Coffee County,"7,559","6,247","8,871",16.5,13.6,19.3,"2,559","2,005","3,112",23.2,18.2,28.2,"1,811","1,393","2,229",22.8,17.5,28,"36,819","34,517","39,121", , , , , , 
1,33,AL,Colbert County,"8,909","7,295","10,524",16.5,13.5,19.5,"2,843","2,226","3,460",23.9,18.7,29.1,"1,950","1,502","2,398",22,17,27.1,"37,530","34,961","40,099", , , , , , 
1,35,AL,Conecuh County,"3,213","2,519","3,906",24.7,19.3,30,"1,101",825,"1,378",36.6,27.4,45.8,766,567,965,34.7,25.7,43.7,"27,555","24,800","30,309", , , , , , 
1,37,AL,Coosa County,"1,627","1,268","1,987",15.1,11.8,18.5,518,392,645,23.2,17.5,28.9,363,270,456,21.3,15.9,26.8,"34,667","31,489","37,845", , , , , , 
1,39,AL,Covington County,"7,078","5,789","8,367",19.4,15.9,23,"2,560","2,031","3,089",31.1,24.7,37.5,"1,792","1,396","2,188",30.5,23.7,37.2,"32,490","29,581","35,400", , , , , , 
1,41,AL,Crenshaw County,"2,486","1,949","3,024",18.3,14.3,22.2,811,616,"1,005",25.4,19.3,31.4,563,422,704,24.3,18.2,30.4,"33,156","29,865","36,448", , , , , , 
1,43,AL,Cullman County,"11,267","9,244","13,290",14.2,11.6,16.7,"3,502","2,711","4,292",19.3,14.9,23.6,"2,433","1,845","3,021",18.4,13.9,22.8,"39,194","35,885","42,504", , , , , , 
1,45,AL,Dale County,"7,764","6,416","9,111",16.7,13.8,19.6,"3,069","2,438","3,699",24.1,19.1,29,"2,081","1,608","2,554",22.9,17.7,28.1,"41,214","38,605","43,822", , , , , , 
1,47,AL,Dallas County,"12,834","10,717","14,951",30.2,25.2,35.2,"4,818","3,828","5,808",42,33.4,50.6,"3,262","2,558","3,966",40.4,31.7,49.1,"27,647","25,236","30,058", , , , , , 
1,49,AL,DeKalb County,"12,357","10,052","14,661",18.4,15,21.8,"4,337","3,396","5,278",26.1,20.5,31.8,"2,769","2,116","3,422",23.7,18.1,29.3,"35,558","32,482","38,633", , , , , , 
1,51,AL,Elmore County,"8,040","6,448","9,632",11.3,9,13.5,"3,085","2,370","3,800",16.2,12.5,20,"2,126","1,597","2,655",15.5,11.6,19.4,"49,193","45,515","52,871", , , , , , 
1,53,AL,Escambia County,"7,909","6,513","9,305",22.4,18.4,26.3,"2,611","2,081","3,141",30.6,24.4,36.8,"1,776","1,390","2,162",28.9,22.6,35.2,"34,615","31,520","37,709", , , , , , 
1,55,AL,Etowah County,"17,608","15,244","19,972",17.4,15,19.7,"5,722","4,691","6,752",24.5,20.1,29,"3,572","2,845","4,299",21.1,16.8,25.4,"35,420","33,162","37,679", , , , , , 
1,57,AL,Fayette County,"2,982","2,307","3,658",17.2,13.3,21.1,862,652,"1,073",22.9,17.3,28.5,610,455,765,21.4,15.9,26.8,"35,957","32,931","38,982", , , , , , 
1,59,AL,Franklin County,"6,040","4,920","7,161",20.1,16.4,23.9,"2,094","1,639","2,550",28.9,22.6,35.2,"1,409","1,070","1,748",27.9,21.2,34.6,"30,765","28,089","33,440", , , , , , 
1,61,AL,Geneva County,"4,965","3,930","5,999",19.5,15.5,23.6,"1,668","1,266","2,070",29.9,22.7,37.1,"1,122",841,"1,403",27.6,20.7,34.6,"33,734","31,898","35,571", , , , , , 
1,63,AL,Greene County,"2,844","2,211","3,478",31.3,24.3,38.2,"1,018",772,"1,263",43.5,33,54,705,527,883,40.2,30.1,50.4,"25,137","22,622","27,651", , , , , , 
1,65,AL,Hale County,"4,061","3,212","4,910",24,19,29,"1,492","1,143","1,840",33.5,25.7,41.3,989,748,"1,230",29.5,22.3,36.7,"31,481","28,520","34,442", , , , , , 
1,67,AL,Henry County,"2,931","2,289","3,572",17.9,13.9,21.8,"1,034",789,"1,280",27.6,21,34.1,754,568,940,27.6,20.8,34.4,"35,076","31,787","38,364", , , , , , 
1,69,AL,Houston County,"15,067","13,201","16,933",15.7,13.8,17.7,"5,952","4,970","6,935",24.7,20.7,28.8,"3,769","3,041","4,497",21.9,17.7,26.2,"40,461","38,309","42,614", , , , , , 
1,71,AL,Jackson County,"9,226","7,699","10,753",17.6,14.7,20.5,"2,733","2,180","3,286",23.4,18.7,28.2,"1,991","1,559","2,423",23.2,18.1,28.2,"36,178","33,039","39,318", , , , , , 
1,73,AL,Jefferson County,"97,227","89,499","104,955",15.1,13.9,16.3,"33,738","29,844","37,632",21.6,19.1,24.1,"21,515","18,400","24,630",19.3,16.5,22.1,"44,908","43,507","46,310", , , , , , 
1,75,AL,Lamar County,"2,629","2,073","3,185",18.5,14.6,22.4,757,570,944,25.5,19.2,31.8,516,382,650,23.8,17.6,30,"32,893","29,690","36,096", , , , , , 
1,77,AL,Lauderdale County,"15,580","13,542","17,619",18.1,15.7,20.4,"4,649","3,745","5,553",25.3,20.3,30.2,"3,015","2,345","3,685",22.2,17.3,27.1,"37,981","35,623","40,339", , , , , , 
1,79,AL,Lawrence County,"5,090","4,049","6,130",15,11.9,18.1,"1,671","1,281","2,060",21.6,16.6,26.7,"1,132",848,"1,416",19.5,14.6,24.4,"39,248","35,893","42,604", , , , , , 
1,81,AL,Lee County,"21,846","19,097","24,595",17.3,15.1,19.5,"5,348","4,313","6,384",18.5,14.9,22.1,"3,600","2,824","4,376",17.1,13.4,20.8,"39,719","36,823","42,615", , , , , , 
1,83,AL,Limestone County,"8,918","7,195","10,641",12.6,10.1,15,"3,006","2,323","3,689",17.3,13.4,21.2,"1,951","1,481","2,421",15.3,11.6,19,"46,753","43,709","49,797", , , , , , 
1,85,AL,Lowndes County,"3,785","3,055","4,515",30,24.2,35.8,"1,409","1,109","1,709",43.3,34.1,52.5,923,707,"1,139",38.7,29.7,47.8,"28,530","25,687","31,373", , , , , , 
1,87,AL,Macon County,"5,888","4,651","7,126",29.6,23.3,35.8,"1,792","1,362","2,221",38,28.9,47.2,"1,303",976,"1,630",37,27.7,46.3,"27,011","24,385","29,637", , , , , , 
1,89,AL,Madison County,"34,347","30,164","38,530",11.3,9.9,12.6,"12,370","10,477","14,263",16.4,13.9,18.9,"8,016","6,548","9,484",14.5,11.8,17.1,"52,870","50,049","55,690", , , , , , 
1,91,AL,Marengo County,"4,206","3,339","5,073",20,15.9,24.1,"1,526","1,160","1,893",28.1,21.3,34.8,"1,120",835,"1,405",27.9,20.8,35,"32,747","29,602","35,892", , , , , , 
1,93,AL,Marion County,"5,639","4,600","6,679",19.7,16.1,23.3,"1,817","1,435","2,199",29.6,23.3,35.8,"1,336","1,038","1,634",30,23.3,36.7,"32,752","29,652","35,853", , , , , , 
1,95,AL,Marshall County,"16,919","14,301","19,536",19.6,16.5,22.6,"6,729","5,536","7,922",30.3,24.9,35.7,"4,056","3,265","4,847",26.9,21.7,32.2,"36,931","33,985","39,877", , , , , , 
1,97,AL,Mobile County,"82,315","75,306","89,324",20.8,19,22.6,"32,216","28,701","35,730",30.7,27.3,34,"20,751","17,881","23,621",27.4,23.6,31.2,"37,575","36,132","39,017", , , , , , 
1,99,AL,Monroe County,"5,311","4,295","6,326",23.6,19.1,28.2,"1,852","1,433","2,271",32,24.8,39.3,"1,218",916,"1,520",28.1,21.1,35,"32,367","29,565","35,169", , , , , , 
1,101,AL,Montgomery County,"38,724","34,043","43,405",18.1,15.9,20.3,"15,804","13,430","18,179",27.5,23.3,31.6,"10,510","8,671","12,349",25.8,21.3,30.3,"41,199","39,289","43,110", , , , , , 
1,103,AL,Morgan County,"16,111","13,448","18,774",14.2,11.9,16.6,"5,606","4,474","6,737",20.5,16.3,24.6,"3,714","2,894","4,534",18.9,14.7,23.1,"43,619","41,419","45,820", , , , , , 
1,105,AL,Perry County,"3,297","2,560","4,033",32.7,25.4,40,"1,334","1,011","1,657",46.4,35.1,57.6,973,726,"1,220",47.1,35.1,59.1,"24,132","21,688","26,575", , , , , , 
1,107,AL,Pickens County,"4,309","3,378","5,241",22.2,17.4,27,"1,424","1,075","1,772",30.4,23,37.8,"1,018",757,"1,279",29.1,21.7,36.6,"31,497","28,475","34,519", , , , , , 
1,109,AL,Pike County,"7,772","6,502","9,042",27,22.6,31.5,"2,421","1,941","2,901",35.5,28.5,42.6,"1,682","1,315","2,049",34.7,27.1,42.3,"25,817","24,338","27,296", , , , , , 
1,111,AL,Randolph County,"4,542","3,631","5,453",20.9,16.7,25.1,"1,513","1,165","1,862",28.9,22.2,35.6,"1,025",771,"1,279",26.3,19.8,32.8,"34,352","31,056","37,648", , , , , , 
1,113,AL,Russell County,"10,446","8,790","12,102",21.2,17.8,24.5,"4,142","3,364","4,920",32.7,26.5,38.8,"2,738","2,130","3,346",29.6,23,36.2,"33,546","31,191","35,900", , , , , , 
1,115,AL,St. Clair County,"8,773","6,931","10,616",11.6,9.2,14,"3,173","2,413","3,934",17.1,13,21.2,"2,089","1,577","2,601",15.5,11.7,19.2,"50,046","47,584","52,509", , , , , , 
1,117,AL,Shelby County,"12,367","10,250","14,484",6.9,5.7,8,"4,318","3,431","5,205",9,7.1,10.8,"2,835","2,231","3,439",8.3,6.5,10.1,"67,031","64,408","69,655", , , , , , 
1,119,AL,Sumter County,"4,532","3,531","5,534",35,27.2,42.7,"1,473","1,115","1,831",46.6,35.3,57.9,"1,063",794,"1,332",44.5,33.2,55.8,"23,439","21,057","25,821", , , , , , 
1,121,AL,Talladega County,"13,787","11,843","15,730",18,15.5,20.6,"4,511","3,687","5,335",24.6,20.1,29.1,"3,489","2,797","4,181",26.2,21,31.4,"38,644","35,526","41,762", , , , , , 
1,123,AL,Tallapoosa County,"6,746","5,524","7,968",17.1,14,20.2,"2,334","1,815","2,853",25.7,20,31.4,"1,600","1,224","1,976",23.9,18.3,29.5,"35,801","32,587","39,014", , , , , , 
1,125,AL,Tuscaloosa County,"31,208","27,747","34,669",18.6,16.5,20.7,"8,720","7,094","10,345",21.7,17.6,25.7,"6,471","5,232","7,710",22.5,18.2,26.8,"41,543","38,832","44,254", , , , , , 
1,127,AL,Walker County,"12,953","10,832","15,073",19.1,16,22.3,"3,793","2,984","4,603",24.6,19.4,29.9,"2,509","1,928","3,090",22.6,17.3,27.8,"35,497","32,848","38,145", , , , , , 
1,129,AL,Washington County,"3,200","2,468","3,932",18.7,14.4,23,"1,116",841,"1,391",26.6,20.1,33.2,791,588,994,24.6,18.3,30.9,"35,810","32,241","39,380", , , , , , 
1,131,AL,Wilcox County,"4,507","3,656","5,357",35.7,29,42.5,"1,709","1,325","2,093",46.7,36.2,57.2,"1,255",960,"1,550",47.3,36.2,58.4,"21,325","19,203","23,446", , , , , , 
1,133,AL,Winston County,"3,830","3,016","4,645",16,12.6,19.4,"1,362","1,026","1,699",25.8,19.4,32.2,918,683,"1,153",23.4,17.4,29.4,"32,986","30,155","35,816", , , , , , 
2,0,AK,Alaska,"65,266","62,165","68,367",9.8,9.3,10.3,"23,356","21,652","25,060",13.1,12.1,14,"13,787","12,273","15,301",10.8,9.6,12,"62,854","61,569","64,138","8,104","7,332","8,877",16.3,14.7,17.8
2,13,AK,Aleutians East Borough,450,344,556,16.9,12.9,20.9,41,30,51,14,10.2,17.4,23,16,30,10.6,7.3,13.8,"56,111","52,711","59,511", , , , , , 
2,16,AK,Aleutians West Census Area,487,375,599,10.2,7.9,12.6,54,40,69,9.2,6.8,11.7,33,24,42,7.6,5.5,9.7,"61,536","55,876","67,195", , , , , , 
2,20,AK,Anchorage Borough,"21,634","18,275","24,994",8,6.7,9.2,"7,664","6,148","9,180",10.5,8.4,12.6,"4,466","3,417","5,515",8.7,6.6,10.7,"67,856","64,882","70,830", , , , , , 
2,50,AK,Bethel Census Area,"3,609","2,966","4,251",21.4,17.6,25.2,"1,739","1,380","2,097",28.6,22.7,34.4,"1,092",829,"1,355",25.5,19.3,31.6,"39,519","35,926","43,113", , , , , , 
2,60,AK,Bristol Bay Borough,85,65,106,8.5,6.5,10.6,20,15,25,8.1,6.1,10.2,13,9,17,6.7,4.6,8.8,"62,945","56,520","69,370", , , , , , 
2,68,AK,Denali Borough,117,89,146,6.4,4.9,8,24,18,31,6.8,5.1,8.7,15,11,19,5.8,4.2,7.3,"64,565","58,483","70,647", , , , , , 
2,70,AK,Dillingham Census Area,"1,064",832,"1,296",21.5,16.8,26.2,447,338,557,29.6,22.4,36.8,282,207,357,25.1,18.4,31.8,"49,319","45,061","53,576", , , , , , 
2,90,AK,Fairbanks North Star Borough,"7,257","5,899","8,616",7.8,6.3,9.2,"2,709","2,050","3,367",10.2,7.7,12.6,"1,576","1,145","2,007",8.5,6.2,10.8,"62,155","58,168","66,142", , , , , , 
2,100,AK,Haines Borough,261,198,323,11.4,8.7,14.1,72,53,91,17.1,12.6,21.7,46,33,59,14.3,10.3,18.4,"47,005","42,280","51,731", , , , , , 
2,110,AK,Juneau Borough,"2,151","1,669","2,633",7.1,5.5,8.7,597,446,748,8.9,6.6,11.1,328,237,419,6.6,4.8,8.4,"75,302","70,009","80,595", , , , , , 
2,122,AK,Kenai Peninsula Borough,"5,348","4,369","6,326",10.3,8.4,12.2,"1,797","1,378","2,216",14.3,10.9,17.6,"1,024",757,"1,291",10.9,8.1,13.8,"56,648","52,497","60,798", , , , , , 
2,130,AK,Ketchikan Gateway Borough,"1,138",876,"1,401",8.8,6.7,10.8,362,268,457,11.8,8.7,14.9,216,155,277,9.7,6.9,12.4,"57,202","52,052","62,353", , , , , , 
2,150,AK,Kodiak Island Borough,964,735,"1,193",7.5,5.7,9.3,327,242,411,9,6.7,11.3,190,137,243,7.2,5.2,9.2,"59,010","53,360","64,661", , , , , , 
2,164,AK,Lake and Peninsula Borough,290,221,360,18.9,14.4,23.5,116,86,147,25.1,18.6,31.7,74,53,95,21.4,15.4,27.5,"40,574","36,475","44,673", , , , , , 
2,170,AK,Matanuska-Susitna Borough,"7,731","6,366","9,096",9.5,7.8,11.2,"2,484","1,949","3,019",11.6,9.1,14.1,"1,349","1,020","1,678",8.8,6.6,10.9,"64,969","61,919","68,019", , , , , , 
2,180,AK,Nome Census Area,"2,117","1,695","2,539",23.1,18.5,27.7,867,671,"1,063",28.5,22.1,35,532,397,667,25.5,19,31.9,"46,942","42,939","50,946", , , , , , 
2,185,AK,North Slope Borough,896,693,"1,099",13.8,10.7,16.9,356,266,446,16.5,12.3,20.7,198,143,253,13.5,9.7,17.2,"68,589","61,918","75,261", , , , , , 
2,188,AK,Northwest Arctic Borough,"1,572","1,232","1,912",21.2,16.6,25.8,665,502,828,25.3,19.1,31.6,416,306,526,22.5,16.6,28.5,"50,168","45,807","54,528", , , , , , 
2,201,AK,Prince of Wales-Outer Ketchikan Census Area,987,767,"1,206",17.9,13.9,21.8,294,222,367,23.8,18,29.7,175,128,222,18,13.2,22.9,"42,798","39,540","46,056", , , , , , 
2,220,AK,Sitka Borough,730,560,900,8.4,6.4,10.4,205,152,258,10.5,7.8,13.2,117,84,150,8.2,5.9,10.5,"58,958","53,094","64,822", , , , , , 
2,232,AK,Skagway-Hoonah-Angoon Census Area,423,325,521,13.9,10.6,17.1,112,84,141,19.2,14.4,24.2,72,52,92,16.3,11.7,20.8,"44,506","40,577","48,435", , , , , , 
2,240,AK,Southeast Fairbanks Census Area,914,708,"1,120",13.5,10.5,16.6,379,285,472,19.6,14.8,24.5,240,175,305,17.5,12.8,22.3,"52,330","47,245","57,415", , , , , , 
2,261,AK,Valdez-Cordova Census Area,897,699,"1,095",9.5,7.4,11.6,220,166,274,9.9,7.5,12.4,135,98,172,8,5.8,10.2,"55,428","50,393","60,462", , , , , , 
2,270,AK,Wade Hampton Census Area,"2,073","1,648","2,497",27.3,21.7,32.8,"1,130",870,"1,391",36.3,27.9,44.7,747,559,935,35.3,26.4,44.2,"30,335","27,346","33,324", , , , , , 
2,280,AK,Wrangell-Petersburg Census Area,592,449,734,9.9,7.5,12.3,168,124,212,12.7,9.4,16.1,102,74,130,9.8,7.1,12.5,"53,048","47,744","58,352", , , , , , 
2,282,AK,Yakutat Borough,102,77,126,15.1,11.4,18.6,23,16,29,16.2,11.3,20.4,15,11,19,13.9,10.2,17.6,"49,330","44,278","54,381", , , , , , 
2,290,AK,Yukon-Koyukuk Census Area,"1,377","1,089","1,666",23.7,18.7,28.7,483,366,599,31.4,23.8,38.9,311,228,394,26.6,19.5,33.7,"32,097","29,215","34,979", , , , , , 
4,0,AZ,Arizona,"876,120","855,871","896,369",14.1,13.7,14.4,"327,941","316,503","339,380",20,19.3,20.7,"209,683","199,940","219,426",18.4,17.5,19.2,"49,923","49,433","50,414","109,652","103,335","115,970",22.4,21.1,23.7
4,1,AZ,Apache County,"22,962","20,451","25,472",33.4,29.7,37,"8,676","7,309","10,044",40.2,33.9,46.6,"6,076","5,028","7,124",38.9,32.2,45.6,"29,976","27,569","32,383", , , , , , 
4,3,AZ,Cochise County,"19,910","16,700","23,119",16.3,13.7,18.9,"7,963","6,477","9,449",26,21.1,30.9,"5,527","4,437","6,617",25.6,20.5,30.6,"42,995","40,227","45,763", , , , , , 
4,5,AZ,Coconino County,"20,087","16,939","23,234",16.2,13.6,18.7,"6,293","5,070","7,517",19.7,15.9,23.5,"4,313","3,432","5,194",19.3,15.3,23.2,"48,549","45,840","51,259", , , , , , 
4,7,AZ,Gila County,"9,256","7,594","10,918",18.2,14.9,21.4,"3,295","2,572","4,019",28.1,22,34.3,"2,178","1,667","2,689",26.2,20.1,32.4,"34,761","32,433","37,089", , , , , , 
4,9,AZ,Graham County,"7,038","5,804","8,272",22.4,18.5,26.3,"2,347","1,904","2,791",26.3,21.4,31.3,"1,689","1,334","2,044",25.7,20.3,31.1,"38,798","35,370","42,226", , , , , , 
4,11,AZ,Greenlee County,862,656,"1,068",11.2,8.5,13.9,288,215,361,13.6,10.2,17.1,184,136,232,11.6,8.6,14.7,"50,195","45,302","55,088", , , , , , 
4,12,AZ,La Paz County,"4,720","3,751","5,689",23.8,18.9,28.6,"1,328","1,029","1,626",36.3,28.2,44.5,890,677,"1,103",34.9,26.5,43.3,"29,912","27,699","32,126", , , , , , 
4,13,AZ,Maricopa County,"495,505","468,370","522,641",12.9,12.2,13.6,"190,237","176,152","204,322",18.2,16.9,19.6,"118,184","107,971","128,397",16.4,15,17.8,"54,733","53,857","55,609", , , , , , 
4,15,AZ,Mohave County,"26,090","21,931","30,249",13.5,11.4,15.7,"10,173","8,120","12,225",24,19.2,28.9,"6,504","5,081","7,927",21.7,17,26.5,"39,669","37,863","41,474", , , , , , 
4,17,AZ,Navajo County,"25,481","21,867","29,095",23.4,20.1,26.7,"10,446","8,443","12,448",31.9,25.7,38,"7,267","5,768","8,766",30.4,24.1,36.7,"38,871","36,902","40,839", , , , , , 
4,19,AZ,Pima County,"140,880","129,650","152,109",14.9,13.7,16.1,"47,738","42,508","52,969",21.1,18.8,23.5,"31,280","27,357","35,203",19.7,17.2,22.1,"43,721","42,304","45,139", , , , , , 
4,21,AZ,Pinal County,"35,512","30,358","40,666",12.5,10.7,14.3,"12,794","10,364","15,223",17,13.8,20.2,"8,430","6,705","10,155",16.1,12.8,19.4,"49,906","48,219","51,593", , , , , , 
4,23,AZ,Santa Cruz County,"8,578","6,853","10,303",20.1,16.1,24.2,"3,921","3,103","4,739",29.8,23.6,36,"3,045","2,386","3,704",33.3,26.1,40.5,"35,661","32,447","38,875", , , , , , 
4,25,AZ,Yavapai County,"26,335","22,434","30,237",12.6,10.7,14.5,"8,163","6,508","9,818",19.8,15.8,23.8,"4,911","3,879","5,943",16.6,13.1,20,"44,268","42,027","46,510", , , , , , 
4,27,AZ,Yuma County,"32,904","28,257","37,551",17.8,15.3,20.3,"14,280","11,759","16,802",26.4,21.8,31.1,"9,205","7,530","10,880",24.7,20.2,29.2,"39,781","37,408","42,153", , , , , , 
5,0,AR,Arkansas,"483,510","473,442","493,579",17.6,17.2,17.9,"173,939","168,262","179,616",25.3,24.4,26.1,"113,370","108,283","118,457",23.2,22.1,24.2,"38,239","37,548","38,929","56,804","54,263","59,344",29.1,27.8,30.4
5,1,AR,Arkansas County,"3,402","2,677","4,126",17.9,14.1,21.7,"1,192",904,"1,480",26.5,20.1,33,764,566,962,23.2,17.2,29.2,"37,344","33,905","40,784", , , , , , 
5,3,AR,Ashley County,"4,562","3,718","5,407",20.7,16.9,24.6,"1,603","1,254","1,951",30.1,23.5,36.6,"1,154",884,"1,424",29.1,22.3,35.9,"35,263","32,064","38,462", , , , , , 
5,5,AR,Baxter County,"5,129","4,115","6,143",12.4,10,14.9,"1,713","1,314","2,112",21.9,16.8,27,"1,140",856,"1,424",20,15,25,"35,845","33,726","37,965", , , , , , 
5,7,AR,Benton County,"22,596","18,966","26,225",11.3,9.5,13.1,"8,258","6,580","9,936",14.9,11.9,18,"5,323","4,144","6,502",13.7,10.7,16.7,"49,064","46,722","51,406", , , , , , 
5,9,AR,Boone County,"6,093","5,030","7,156",16.9,13.9,19.8,"1,837","1,431","2,243",22.4,17.4,27.3,"1,216",929,"1,503",20.4,15.6,25.3,"36,704","34,228","39,179", , , , , , 
5,11,AR,Bradley County,"2,824","2,185","3,462",24.4,18.9,29.9,920,701,"1,138",34.4,26.2,42.5,613,459,767,32.8,24.6,41.1,"30,150","27,485","32,816", , , , , , 
5,13,AR,Calhoun County,955,739,"1,172",17.7,13.7,21.7,258,194,323,22.9,17.2,28.6,178,131,225,20.8,15.3,26.3,"34,847","31,343","38,351", , , , , , 
5,15,AR,Carroll County,"4,781","3,843","5,718",17.6,14.2,21.1,"1,759","1,369","2,150",28.6,22.2,34.9,"1,195",918,"1,472",27.3,21,33.6,"32,060","29,747","34,373", , , , , , 
5,17,AR,Chicot County,"3,744","2,967","4,521",32.4,25.7,39.1,"1,308",993,"1,623",44.8,34,55.6,845,632,"1,058",40,30,50.1,"24,921","22,506","27,336", , , , , , 
5,19,AR,Clark County,"4,787","3,839","5,735",22.3,17.8,26.7,"1,292",992,"1,591",26.3,20.2,32.4,846,641,"1,051",24.6,18.7,30.6,"33,887","30,584","37,189", , , , , , 
5,21,AR,Clay County,"2,934","2,300","3,569",18.4,14.5,22.4,959,727,"1,192",27.6,20.9,34.3,620,463,777,24.1,18,30.2,"29,131","26,603","31,660", , , , , , 
5,23,AR,Cleburne County,"4,123","3,300","4,946",16.4,13.2,19.7,"1,407","1,086","1,728",27.6,21.3,33.9,937,715,"1,159",25,19.1,30.9,"37,277","33,709","40,846", , , , , , 
5,25,AR,Cleveland County,"1,432","1,109","1,755",16.4,12.7,20.1,484,365,604,23.4,17.6,29.2,321,236,406,20.9,15.4,26.4,"37,648","34,045","41,250", , , , , , 
5,27,AR,Columbia County,"5,425","4,437","6,412",23.5,19.2,27.7,"1,636","1,252","2,020",30.4,23.3,37.6,"1,101",835,"1,367",28.6,21.7,35.5,"36,981","33,622","40,340", , , , , , 
